Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips 100-250,Number of Trips >=250
1094779172,1440050067,1204045757,66086187.76587052,32948475,10064236
996075282,1318097418,1077433582,72049969.80050267,31484740,8613703
901078595,1143664631,931489420,66264182.93748037,35357672,10438554
1104601461,1395883841,1137933383,55355633.289978005,22268640,8243776
1200025982,1509201379,1243511675,59672982.57932768,23833435,8644265
1098272117,1421243315,1199953148,57647748.4455259,22613960,8255018
925051230,1222596717,1038341861,51163378.32589566,20440068,7424212
1089210874,1429492574,1188695789,65103004.63293526,32532014,9998585
992077995,1306968399,1064273670,71374275.58781025,31124947,8531229
929562969,1162174054,928322019,65911066.43027638,35296493,10462101
1163726003,1429796823,1142433241,55582347.044270016,22415052,8270254
1099602761,1405217289,1165378760,56175168.09990575,22496858,8241800
1014490910,1317996038,1111120219,54723262.7869934,21939919,7969674
1183266402,1486836138,1192438781,57102687.818467334,22624041,8268455
1123789126,1454966076,1188457389,65135140.977072865,32693126,10075184
1023168750,1330655487,1063953023,71301128.54396985,31259971,8601776
937102022,1163489029,922897207,65431664.05243328,34981873,10374138
1158466889,1419095771,1126512868,54772901.17116834,22077789,8185801
1152163780,1448734800,1153955268,55172740.76546311,22165278,8127158
1239316555,1529192736,1207783675,58327226.6346516,23468074,8582508
922430099,1222556073,1079635219,53264867.59058085,20876223,7529390
1124310976,1447195408,1175306271,64450908.51492303,32316757,9951748
1026254994,1327251334,1054849744,70681362.56281407,30981945,8525252
918257907,1150393504,920825514,65178143.126844585,34696163,10222505
1136372849,1406653084,1126678955,54623119.28351648,21913314,8067241
1144436644,1456212922,1177147780,56574695.858084776,22724239,8311612
1087256240,1376447371,1144221289,55116171.63807729,21717501,7825707
994252927,1286392959,1078853551,52440765.1511811,20665847,7468386
1105427587,1434007791,1173729365,64117229.683830455,31988213,9798798
1000815095,1303951012,1044725907,69801277.65912661,30418809,8317896
888156106,1126666478,899493061,63883063.604336895,34111499,10020107
1119182234,1399477175,1117936970,54410140.52481156,21891144,8027006
1122169761,1391130909,1116898371,54170321.2,21668266,7913415
963581154,1317542324,1121966160,55044602.94976452,21912265,7796151
1110369997,1428629371,1169814615,56009633.19843014,22185396,8061603
1088967703,1430946360,1168693485,64106312.9089482,32086900,9797116
986256408,1301886350,1040729482,69794948.50078543,30523680,8322325
887534146,1131048356,908019542,64277279.03235941,34182429,9981589
1102750207,1386609659,1113861270,54037194.992459945,21658417,7899728
1073524952,1404594718,1173261527,57018768.44503937,22847203,8386720
1050226168,1367980094,1131852756,54803604.89606299,21752246,7765855
984899445,1268838952,1043379634,49998666.83978596,19559847,6884237
1059500643,1398685205,1148743428,62822656.35685039,31322281,9505784
959264154,1274005628,1023009418,68420040.13566257,29840786,8094183
882596000,1128985611,903401532,62678578.80245747,34465491,10112002
1094473166,1381770988,1106443186,52601864.38374291,21797888,7973691
1105803550,1423526316,1160730116,54992442.69414726,22751376,8310939
981761220,1296154177,1107202421,59453263.73788546,24601743,7328612
939971651,1237055068,1045985917,57762335.84482216,24033775,7316602
953954292,1280289944,1073942153,60274878.00660793,25988916,8134332
1140530941,1523311775,1144420881,67852968.77980497,31400976,9852074
1176644066,1477711956,1111135506,63706282.14222781,28767706,9511495
995757488,1281349092,1033898044,55295679.87539333,23764487,8058873
1086311897,1387631064,1094743618,55902213.25802392,23679738,8266706
1019690092,1341898048,1109240441,56268118.86284995,23565404,8389777
1022524205,1320194724,1076982141,54148703.51717617,22536407,8056495
1061049556,1394056540,1127421211,64463264.62283191,34015335,10330733
973546530,1285413795,1017173933,71121374.6067946,32798248,8895522
913638722,1147075685,904510269,64672864.76289308,34736179,10314513
1127294102,1396806968,1102079899,53994738.18047244,21855700,8110299
966213410,1290722202,1092857235,53793856.03081761,21382226,7717677
1184560987,1509563706,1182231413,57687282.16918239,23305825,8478169
1125236532,1394728275,1138166533,55041407.46257862,21972794,8173620
1099781301,1430198567,1153600582,63693004.286345005,32066451,9897434
1010028343,1319955587,1041745797,70333870.32138366,30947061,8534390
874311991,1109928139,894204779,63319819.82856244,33626185,9881268
1077208490,1349215000,1087800905,52788159.172707215,21125848,7753012
1026928352,1328498610,1111567736,53990511.9199748,21444813,7816550
943979613,1300187077,1099526696,53702232.52887346,21142271,7530779
1121460762,1377405926,1120043314,53298457.80163986,21144316,7695166
1057005872,1390481457,1146226957,62687521.902900375,31204995,9532088
952209012,1259013578,1015240493,67897861.32429022,29547912,8063445
841787231,1067271700,864579940,60890859.3856106,32130218,9269637
1062243660,1328758771,1077107969,51978111.472853534,20667544,7441534
980875061,1340767027,1119103044,51151252.45741325,19716252,7062254
1045379790,1276952964,1071940013,52931345.62712934,20955251,7378242
1011088634,1310876348,1092912611,53748258.94353312,21402767,7577534
1048300288,1376797497,1140896048,62044554.398168616,30685017,9206253
938603587,1239008150,1004507557,66807167.34332597,28882443,7735954
903942082,1113276058,877055141,62215274.86511188,33219627,9892927
1142386175,1388200905,1094316255,53187301.14686417,21399812,7964435
1064140700,1374278191,1119944800,53006061.61895735,20926556,7741383
1062093928,1333334905,1095677412,54042378.392429024,21518295,7802095
1124767062,1432771146,1147164310,58708246.83501259,26181080,8734846
1149868884,1411196179,1140808380,59654176.23362721,27611747,9188668
1013871334,1300251180,1025320442,68684080.89274448,30047696,8311817
993324761,1247066473,1032594510,56959121.36051637,25834297,8496269
1255804554,1474600970,1120149362,59258258.22844556,26589146,9361463
1094787567,1334633282,1070732432,57584217.272269435,25954158,8898763
1117562183,1416782405,1126406658,60490327.656387664,27226346,9274468
1215551302,1472385256,1152513468,57307210.05034613,24106418,8689556
1260462952,1519651225,1140567509,59810240.60006293,27144990,9528108
1088887001,1363995128,1049792240,70683762.72621298,31190986,8767316
1032944219,1308133919,1047280844,58408243.42474811,26610984,8997183
1254652310,1475976044,1123310674,56591134.86744332,23856287,8842325
1148059047,1406249169,1100144323,57616004.54834646,25310052,8847041
1194455965,1446343851,1133358709,60563652.90683034,26877645,9279205
1170929172,1407941274,1102658683,58616681.70214106,25908733,9126259
1253627699,1517076443,1168440822,62590032.46347607,29864000,9998697
1109626409,1382445055,1057089692,71428146.59288414,31565806,8920677
998439597,1195619555,911250840,65132114.44902454,35116826,10687606
1328437228,1581102607,1194458973,58659698.87256136,24194825,9197586
1230470319,1477455584,1164448444,57744699.963184394,23896449,8787150
1062861796,1348362424,1103419209,54903148.665092856,22377920,8211082
1233604709,1503657005,1149417725,55347052.12429201,22189662,8245394
1248815328,1519613997,1186681059,64049588.101006925,31243993,10214808
1113426530,1388176631,1059084348,71481018.41931425,31575953,8930638
1008330438,1203337148,914548194,65289913.56212646,35168236,10711055
1295905428,1529987821,1159550712,56774154.11890531,23167868,8826454
1271302266,1546992618,1175513789,57670365.825416796,23803084,8763657
1192253386,1472184451,1166436958,57554536.689210445,23442217,8595362
1152540645,1409986614,1135100819,55602618.605536334,22531509,8393952
1259706728,1527661893,1189602749,64136707.580371186,31266619,10227077
1125839969,1398859627,1064241571,71743665.34633532,31661034,8961833
922869787,1104232552,836949029,59702772.08050314,32187134,9793130
1136928726,1382303046,1100137904,54188927.98930818,22006916,8321890
1219400410,1485453018,1142424257,55863248.96037736,22870917,8501443
1258425503,1535397593,1166680766,56874131.70251572,23386977,8674025
1226275924,1485205642,1159769192,57141324.966341615,23302424,8551317
1240974342,1508869845,1171777535,63111156.8430324,30782399,10064171
1108360541,1380757395,1047633613,70555488.1308176,31157512,8814410
1029417423,1225264076,928697762,66031119.741742685,35558972,10830584
1299594799,1549890898,1188020166,57698394.48537276,23502475,8822920
1251743232,1511168141,1177498846,57093049.16042781,23293870,8720363
1319171355,1584330523,1200524183,58609085.6058509,24027938,8888412
1099384617,1367932895,1099817363,54719138.17332494,22316945,8220986
1273729677,1540580804,1196384512,64242170.67882982,31309847,10241238
1135567264,1407227301,1067700510,71687799.28499529,31631121,8952576
939034797,1142098607,893727815,66658722.20150896,36620196,10436026
1145910428,1397774441,1115880744,57139918.14748428,23725048,8388202
1226062491,1498836967,1171278325,59514223.87205281,24786380,8618475
1305904749,1564257516,1195339602,62435216.65765482,26899181,9508055
1344772177,1591972598,1185216943,63754805.04748428,27956520,9836897
1155807732,1418555827,1106777862,59695773.767924525,26719727,9494047
1254391805,1526102968,1157920453,61009342.86006289,26898215,9434044
1218461994,1463076745,1083203783,62103393.25888644,28291082,9641930
1271047347,1508589482,1112599024,63609735.99402703,28576040,9652935
1116086223,1371175245,1053723931,60134699.03553459,27283944,9332062
1150827098,1417436751,1123105989,60147274.7980497,26802220,9027650
1228594589,1471657798,1157998381,60308520.925157234,26716852,9187975
1267089526,1522214967,1185410112,62523475.23050314,28036808,9474608
1125287819,1396010589,1145642679,60277743.251572326,27310363,9299875
1075502330,1297999023,1009813328,63870434.66257862,32723656,10345444
1218893113,1469141950,1161527609,57536144.67630421,24296429,8902144
1264345584,1517273853,1178411623,58978358.96323067,24885187,8987986
1234318393,1507714533,1188669013,58625778.19245283,24958100,9037824
1176901885,1452450495,1189554538,57232515.31782458,24150223,8699695
1247941948,1513010946,1205941138,62378101.105312794,29596442,9884385
1072998864,1350998137,1078784280,66117785.56271613,29263262,8748574
988552717,1273714687,1086389960,54700152.427718416,23720898,8473036
1119012755,1391315018,1122313892,54919842.07917059,23321882,8557633
1178150583,1427709510,1131320913,55715636.25290606,23393465,8630433
1221294220,1502377487,1167300202,56917040.12853551,24235269,8821681
1190573196,1454076777,1160821998,57209486.10999371,24157987,8700896
1207068351,1479917553,1175000968,63303747.4178448,31971364,10263628
1076469783,1352291608,1049247061,70663885.58875275,32312504,8973913
1001957174,1294641870,1071499640,56662707.2867023,24953018,8403070
1060735755,1349272685,1099391516,57960658.50801635,25385972,8695388
1242516133,1513846614,1173092297,60360377.96543055,26387070,9081816
1251722411,1507103928,1169099207,59992308.80760767,26366714,9238754
1061903342,1335172341,1095306817,58190033.08390949,25849409,9144617
1102551896,1385592698,1108804915,59481165.180389695,27102359,9561053
1208846085,1473489960,1154033166,61712365.62947831,28203396,9895050
1210093248,1470899488,1133348302,59462536.80012571,26593641,9274182
1085138119,1355784434,1099348903,58272638.939660594,26035144,9243498
1079600069,1344823130,1107832709,58269121.38874921,26136047,9228266
1208820661,1483354542,1171262503,60362913.877749845,26874597,9411220
1279035665,1536498249,1179808439,60534904.994343184,26982088,9508818
1068788059,1344902591,1087827227,58497734.49308611,26338470,9227877
1074358125,1369083205,1095518517,59544553.122250155,26891170,9296451
1200236115,1487027923,1160023448,60032242.39271128,27194150,9485407
1265842594,1522769184,1182846999,60255126.982092366,26739099,9488015
1088930290,1357638460,1099870466,59020128.047125354,26292734,9266855
995237021,1276291602,1060642110,56288021.21520578,25251528,8893079
1180780727,1456043036,1140925314,58716592.982406534,25888023,9080369
1183527483,1443937879,1130651286,58670894.34118756,25953483,9108247
1117390984,1384765476,1095748756,59169001.46105528,26496530,9110419
986890784,1246388832,1006617171,56686601.29563305,26985418,9207551
1207847003,1482040555,1175168287,57699772.20697236,25888095,9356460
1153575658,1409319939,1094850576,54183201.46861268,22784260,8522129
1170686139,1412694366,1084263475,58242163.43453689,26242514,9486568
1131455248,1406803716,1126295806,54666457.641106226,23040619,8508698
1093097225,1406247034,1114321365,53455964.88285176,23617836,8342077
1031335870,1313825982,1024018938,65625075.0288854,29482262,8695639
1137973826,1382230126,1094797747,60522702.80722135,27190098,9482223
881744166,1139692809,974797993,53259734.155827835,23058436,7899257
1131125622,1407853532,1108625189,56758716.42951334,23953642,8212854
1212168061,1482119560,1143246515,55173064.42637362,23408225,8699830
1151260112,1404876886,1125246677,55338582.66896985,23352367,8609862
1160136566,1421210368,1132135840,60866342.509267986,30720482,10080515
1148685071,1404490936,1090633394,56651857.507064365,24361792,8313639
989008159,1236629042,1008153866,56237154.089224,26649920,9056494
1145594217,1400934265,1119175323,54397537.933689505,23389422,8640010
1172621461,1418494125,1112201850,54488215.0867379,22776761,8498469
1179780269,1437290235,1121038520,55982218.831291236,24176454,8879534
1328779370,1481109001,1108148251,59180669.98523406,27737240,10072379
1074364658,1355890149,1092530044,57453321.21213073,25885525,8432692
913838180,1288485652,1089489246,59877487.13163682,25034260,7578094
924315237,1212542517,1035462251,53964238.47427855,23822820,8153277
1119639953,1403432748,1125171712,54222356.47804266,22075699,7922646
1119223826,1399668914,1139310400,55109685.766624846,22497410,8078216
1122807022,1415331595,1136868199,55382376.85163112,23411731,8404798
1120844037,1374972679,1097061270,54885706.17565872,23983083,8730424
1066314529,1368536434,1120283964,58701782.59465409,27416062,8709863
936656233,1283361215,1064503758,63860762.963927224,27355733,7759997
