year,Number of Trips <1,Number of Trips 1-5,Number of Trips 5-25,Number of Trips 25-100,Number of Trips >=100
2020/07/27,708550835.6297371,1003380978.8907568,841561503.2823519,212340373.68251568,40982965.96940114
2020/07/28,704460837.9380518,1001894030.2939304,838950308.3257662,211856639.7971505,41243803.919826254
2020/07/29,702318747.4584907,1001765824.3791476,839420420.255023,212023536.67459548,41377217.674232766
2020/07/30,698803156.7114396,999377215.0722376,838717502.3346739,211995956.951931,41437152.21809102
2020/07/31,695721232.609386,997198640.6748232,838677473.4428447,212222625.7750356,41590037.154339
2020/08/01,694677342.2830963,998572851.1720662,841932365.6849803,213228976.25121808,41762226.0359116
2020/08/02,693771156.244815,1000082637.878412,844053999.4917231,213995310.5763485,42147588.945311226
2020/08/03,692121285.5038836,1001148103.4969692,844606805.176703,214292521.0844537,42502273.87450994
2020/08/04,688248485.7589737,999078705.5456762,842303392.0130559,214097183.79626468,42881569.83418646
2020/08/05,685691047.3318185,998148621.2057683,841968703.6984847,214257827.5801091,43105735.53549344
2020/08/06,683840252.0909879,997577042.694174,841989139.076473,214380250.4868289,43224682.66439564
2020/08/07,682861887.2526606,997955472.4165964,843487829.8730874,214853795.57481915,43397093.764646426
2020/08/08,682815110.4120698,1000105964.8195978,846886192.235322,215760682.9983158,43478394.04756888
2020/08/09,681885881.1000298,1001414002.170781,848541361.2673407,216305531.24565408,43718709.34149922
2020/08/10,681088511.7366208,1003060510.6585454,848836675.8510767,216254589.0487091,43936975.54178816
2020/08/11,678813671.9376993,1002550157.5384256,847320586.0738769,215814578.2813169,44119336.14331042
2020/08/12,676823142.9283754,1002142179.742446,847421105.4918333,215929558.50385177,44236408.11252383
2020/08/13,676287938.8137319,1003456694.7286124,849227902.4263363,216396090.2611041,44261081.1099896
2020/08/14,675726171.6698283,1004171413.7046536,850916482.1139406,216842539.5731673,44301195.25042112
2020/08/15,676801193.368129,1007416057.7652332,854921148.275668,217808155.26222265,44279177.99888528
2020/08/16,677141353.8987391,1009973459.6481715,857304766.4685637,218334170.39325985,44414962.53151717
2020/08/17,677037039.7416372,1012354682.1686214,858303866.3546891,218366732.47835764,44503240.87248233
2020/08/18,675121922.1631854,1012269803.1327896,856924865.3227258,218025230.75458345,44630619.942444645
2020/08/19,674561653.0181487,1013841626.1601796,857947324.2884233,218152962.7790344,44632730.642155394
2020/08/20,673681368.9655589,1014163032.3826418,858452542.9080584,218193853.5948043,44587952.549923845
2020/08/21,673569597.2635471,1015292477.4711274,860049265.2245836,218550163.37525803,44579531.351738006
2020/08/22,676145022.7210926,1020369738.1552649,865173032.8380425,219631559.1186827,44478847.692196354
2020/08/23,676811434.9327477,1023371737.9212614,867573233.9740026,220148315.27531877,44446509.65309923
2020/08/24,675263570.8926343,1023411430.6721408,867398412.6816596,220089867.7225994,44333693.082104266
2020/08/25,673171559.4680976,1023234470.061629,866050266.2511226,219769702.01264104,44353392.89380486
2020/08/26,672436098.7351303,1024553789.5338324,866764259.9645822,219857709.9182481,44233780.47064608
2020/08/27,671164254.0764217,1024486527.9673846,866861159.5508701,219857988.7281398,44051526.66235943
2020/08/28,669968128.4636645,1024515779.0865344,867869740.2405542,220189997.88454568,43930281.95603638
2020/08/29,670234671.3145818,1026416918.6337508,870624477.5976799,220926643.76732716,43751113.79018389
2020/08/30,669266585.1923646,1027329480.1768284,871646098.0980804,221227490.856602,43683653.59017457
2020/08/31,668514847.656383,1028307834.4736804,871477587.5455854,221116234.91941312,43609898.102043256
2020/09/01,666488791.0873982,1027773268.3777262,870034404.5491337,220735987.7237936,43541199.54715379
2020/09/02,664619433.7949508,1026880848.4614491,869523722.1021237,220640158.6490396,43373206.03788928
2020/09/03,662584069.4021474,1025389793.1104465,868568340.6439811,220409536.31834823,43074583.06798844
2020/09/04,660885379.6992241,1024292630.3380498,868669698.3616323,220572806.84180155,42816505.34211977
2020/09/05,660732130.5262872,1025685709.6140743,871152511.2234755,221263931.39632973,42468389.71930704
2020/09/06,660119713.8324988,1026457534.5079452,871992168.6917088,221574119.5295896,42248693.27102146
2020/09/07,659308499.4650903,1027086761.5322448,871470487.0054499,221419892.5230181,42011844.92464996
2020/09/08,656809948.6502671,1025491720.78009,868920226.217816,220875673.6099803,41798211.98756599
2020/09/09,655640710.2247344,1025308527.9430908,868536359.4786733,220755545.6065984,41403060.25674829
2020/09/10,653860326.4632146,1023731871.7267663,867657331.5788425,220621054.7659348,40988825.988428295
2020/09/11,652290216.6548759,1022463001.3396376,867646793.2856375,220716855.85606608,40611420.74822082
2020/09/12,650261880.3042052,1020748446.5820038,867564896.1716145,220879669.75773773,40213473.59778349
2020/09/13,648576959.2933257,1018829705.2674704,867733012.3525065,221163035.5980519,39955635.35714198
2020/09/14,647102239.241001,1017741186.9525847,867282531.9912822,221172495.54105785,39665353.34191621
2020/09/15,645339804.8324215,1017127853.8559196,866381181.8398165,221170176.3165917,39487175.052334845
2020/09/16,643538632.0049653,1015671144.1221224,865742722.325967,221209332.4142616,39134218.8799662
2020/09/17,641848909.2676957,1014510646.3687704,865369392.2478778,221201456.7941288,38659558.92518048
2020/09/18,640884193.0202702,1014866926.0729378,865833152.2482358,221345363.29529536,38137095.57175102
2020/09/19,640882605.6564674,1015973563.304966,866907216.4852129,221802147.4502244,37864556.76336536
2020/09/20,639820422.2637955,1015361217.4245032,866661142.95044,221871518.87569025,37581252.58194044
2020/09/21,638390903.9257666,1014299544.8221945,865182095.9771372,221522235.6023892,37278592.60767024
2020/09/22,636566333.9222628,1013525268.9198412,862835233.6181443,221023015.1729123,36988827.00174948
2020/09/23,636431585.7646188,1014039349.745544,862638108.7399302,220942124.9671296,36546690.56653709
2020/09/24,636908627.4171227,1014677902.4218292,862350285.1968179,220715420.0804332,35982795.21089672
2020/09/25,638523893.6729201,1016226496.830246,862774575.7703583,220910237.4548997,35462708.43570956
2020/09/26,641021511.7710003,1019285776.8709592,864580025.7934836,221175407.2482227,34872129.62207777
2020/09/27,641941795.1783391,1020649655.633198,865128965.4590639,221502044.3167112,34358824.81477574
2020/09/28,641801585.9594921,1021412264.5869586,864361195.8358756,221433987.5728173,33843979.797018684
2020/09/29,640776280.3711215,1021450279.5636988,862646387.6822633,221187614.95258823,33442362.147363465
2020/09/30,640826265.8731272,1022675850.6511736,862951944.9048184,221212066.0512924,32899342.512654416
2020/10/01,642479804.4218001,1025850066.8225718,864595047.6256213,221144779.6220368,32259187.05921304
2020/10/02,643770109.5344045,1028370716.312646,865767538.8130175,220937214.11742425,31815873.755038008
2020/10/03,646333484.1748084,1032080287.2005156,868760913.6086882,221593557.88099757,31456730.884831604
2020/10/04,648470774.060176,1036044604.8281868,870787442.6408057,221777693.9395733,31216265.558585424
2020/10/05,649659841.482921,1038817671.774452,871119731.3823867,221529028.81545416,30940730.383493178
2020/10/06,648880604.675025,1038918973.7125062,869932698.8793793,221229910.67652285,30874822.44617616
2020/10/07,651434138.0504234,1044105400.5038244,872842172.9680771,221664109.68477216,30768623.58533766
2020/10/08,650885428.9654187,1044510896.754894,872844904.773841,221848453.3027873,30691755.285680518
2020/10/09,652115979.3276275,1046763431.1521332,874478893.0977654,222355975.81277415,30598606.615768872
2020/10/10,653640086.8082582,1049215099.2109768,876716289.3712966,223163547.39477405,30529543.496522985
2020/10/11,655378430.55512,1052875545.4875172,878326363.667365,223474835.57728252,30582797.91049738
2020/10/12,655447238.5998712,1054512632.2219552,877708449.5871084,223314373.19871756,30659345.78503531
2020/10/13,653229781.3735437,1053031846.0220742,874065352.8425595,222424884.32165712,30658200.120340683
2020/10/14,651790903.7248703,1052281893.568793,871812863.1309905,221829090.25145012,30528567.30834882
2020/10/15,650603866.6912439,1051775901.5647472,870125528.7201623,221336830.92621183,30372623.262080137
2020/10/16,649707692.3594515,1051273526.3995148,869296830.9819196,221262280.11590663,30219590.198779643
2020/10/17,650338697.9755092,1053073261.2273704,870372966.2902309,221642688.73532856,30035537.579896413
2020/10/18,651185038.1346006,1055768609.8448116,871000293.7214321,221591278.9602376,29924319.744286645
2020/10/19,651532718.5247211,1057913181.6594248,870293401.0989281,221101087.40847957,29798499.674190342
2020/10/20,650654581.5530933,1058576522.04748,868180387.8168013,220380196.04602295,29776689.890223604
2020/10/21,650193634.7970089,1058781772.0877422,866826357.7469615,219975801.09728152,29693797.50281496
2020/10/22,650556483.9768666,1059976216.681388,866046484.3823785,219642495.50901595,29545931.876905788
2020/10/23,651355248.0603333,1061325780.6969514,866591581.4564683,219811991.85843435,29406533.87015658
2020/10/24,654400020.669085,1065415059.567644,869281804.7247416,220511486.5782907,29325938.7045779
2020/10/25,655851965.7671041,1067796476.9631008,869627364.8561838,220582173.6790688,29400249.531067338
2020/10/26,657227826.5024166,1070189781.78862,869083951.8069761,220316585.58505747,29395172.401265036
2020/10/27,657391086.9872097,1070752100.5805852,867063170.0218791,219790469.08803013,29391534.949213035
2020/10/28,656608288.6170164,1069692586.8240438,863816575.2341493,219148876.28406337,29529893.47365382
2020/10/29,656610095.1752498,1069762995.16828,862383269.6496882,218672121.30942327,29460406.245444592
2020/10/30,657432156.0888644,1070530126.096876,862425526.1535637,218737936.8509892,29420687.974063084
2020/10/31,659706861.2323483,1073724688.4448404,864568770.1377348,219433287.3658609,29450067.796899736
2020/11/01,661509599.6382511,1076483886.9149346,865161627.6276892,219373603.9227632,29498755.749891147
2020/11/02,662821309.2056308,1077554489.948978,862880081.1126198,218343688.220128,29406664.85629404
2020/11/03,661631628.9051058,1075782140.3584285,858825921.5141943,217272543.3609704,29334816.80003695
2020/11/04,663695399.3586257,1077229445.6399963,858950824.74952,217412398.7624076,29366038.97970832
2020/11/05,668706731.5033386,1084542029.8378234,863818841.1113352,218610044.7948893,29536940.29372028
2020/11/06,669304675.8739862,1085268383.143976,864605482.738651,218990048.91818997,29598713.76051744
2020/11/07,669485513.971225,1086853873.0094516,865643287.1287133,219878693.38796985,29559601.019189917
2020/11/08,669466093.7380407,1087930097.9332352,865482730.0070205,220546605.87793627,29775546.837240625
2020/11/09,669448264.856896,1088884832.5255847,864540115.6600318,220919037.2209113,29977259.377740283
2020/11/10,667657458.7401003,1086591126.9568737,860720999.761314,220511663.54757693,30147501.00332029
2020/11/11,665581166.7263079,1083750182.4374,858324426.6291903,220602684.6558441,30206845.367667407
2020/11/12,666756320.6135634,1085491406.067276,859659602.4933231,221245113.2178614,30231525.92023237
2020/11/13,666734812.0588837,1085562922.14381,859466973.3262503,221276441.3286453,30149780.50627837
2020/11/14,667708961.7688535,1086975056.126562,860796635.7062395,221845772.27366117,30124541.360405527
2020/11/15,667516862.6781863,1087173066.3062105,860949343.6334343,222299023.9032085,30335146.61948287
2020/11/16,667659906.645087,1087848731.9680562,860401374.3441881,222461533.14966705,30514109.52378201
2020/11/17,666533002.3309526,1086148686.9077387,857517203.5021933,222082640.33832195,30740521.645387355
2020/11/18,666047325.4008394,1085480842.9747562,856417429.9375806,221963022.9452768,30795752.65199966
2020/11/19,664502508.3278068,1083653091.0306056,855274173.0801501,221980506.88839343,30757328.18324212
2020/11/20,663028946.7052507,1082261769.1366591,855139565.4924468,222148452.629118,30716126.97229772
2020/11/21,663421885.9660292,1083111438.146207,856971074.4807574,222718914.44103983,30863373.60398903
2020/11/22,663403980.0062652,1082958326.9223006,856733517.3444884,222694544.0545633,31141967.49837553
2020/11/23,663219517.3935865,1082675937.0203114,855812010.1200341,222438404.48032343,31359044.35503107
2020/11/24,661693722.6722155,1080127577.059916,852667607.5726542,221667859.7165025,31639962.92176732
2020/11/25,660521727.1591003,1078215283.8566558,850807863.0527577,221276065.6991737,31777192.388622727
2020/11/26,658663568.3114223,1075345828.8184884,848477215.9043308,220714974.535902,31795822.60387241
2020/11/27,656392366.0657011,1072865407.7492253,847198118.2398136,220154242.0622392,31823857.787924796
2020/11/28,655289762.3657165,1071317074.6779464,846963878.3803501,219999833.06636384,31791171.668941047
2020/11/29,653355313.0024154,1069353095.717702,845147892.8644648,219393850.33852023,31830533.41102302
2020/11/30,653342939.3444116,1069598961.7553488,844821106.9479256,219253339.9254081,32005633.144255552
2020/12/01,651903871.3933431,1067260796.3065356,842041397.4502724,218628319.51726836,32259579.05393775
2020/12/02,650233727.5656595,1064487998.6827712,839829614.5628799,218096087.7729056,32388321.20316626
2020/12/03,648898943.5824642,1061862772.4021122,838148446.8070987,217473233.0211324,32386009.971560568
2020/12/04,648445910.6776669,1060198579.0793328,837755219.3925011,216885534.80941916,32408770.39791193
2020/12/05,648047682.7759807,1058851743.1710776,838300748.4815313,216769967.5224797,32395191.867167607
2020/12/06,648559634.2047497,1058592015.1287154,839151131.6839291,216809114.95156345,32610077.950226367
2020/12/07,648678436.9910703,1057311659.927043,838248536.6479225,216355665.29045177,32785491.237436622
2020/12/08,647645534.2071035,1054263263.811756,835719741.2306104,215540633.83736867,33002111.896506395
2020/12/09,647943723.140156,1052831814.1109936,835254764.712575,215077998.8494573,33093080.643563613
2020/12/10,647460938.2767804,1050007120.2983644,834266186.2446741,214465033.939714,33049323.49219412
2020/12/11,646583672.4349545,1046975549.9136066,833530364.0845484,213756395.84041288,33048193.685908634
2020/12/12,647051045.8396366,1046287197.5101216,835037679.7315032,213633795.70472065,32971471.239740714
2020/12/13,647925705.2675028,1046251845.4485606,836181896.3921516,213446295.6607794,33054532.77567877
2020/12/14,648900883.8287858,1046064639.1202984,836411079.9303151,212983824.6290316,33139300.44074624
2020/12/15,648652314.8111453,1043512306.9817724,834305859.7164145,212011904.76946613,33297631.855775107
2020/12/16,648785228.9736857,1041806182.6989667,833842274.5149516,211286058.9483657,33283146.564370222
2020/12/17,648260010.3149918,1038900312.6871082,832877764.176014,210464716.2741022,33160725.58995144
2020/12/18,648352009.8083724,1036975106.1248786,833217104.9866832,209701084.34298396,33057682.82125129
2020/12/19,648536283.7209179,1035939941.89886,834633759.5377246,209423984.98287225,32922337.547239438
2020/12/20,649081391.9439713,1035314118.5843,834650877.031,208615031.9299709,32847967.055499014
2020/12/21,650410473.3383155,1034683115.4808685,834654212.5037106,207963334.76939085,32873121.73781675
2020/12/22,651854568.7679641,1033752510.103542,833997151.745791,207134957.01581168,32921991.21820556
2020/12/23,653882287.641922,1034796400.7411112,834180379.2302465,206270593.6243542,32798707.70093055
2020/12/24,655864713.8134139,1035287879.4113052,834492575.1959438,205254962.814585,32502068.2103087
2020/12/25,658381956.1060128,1036030261.6493489,835747143.9617107,204392609.1259725,32412684.44156776
2020/12/26,661339560.9752342,1038553501.0699348,838967090.9025782,204050966.08476657,32176185.494472105
2020/12/27,664461333.609101,1040756278.7558876,841053618.5266227,203545214.0092231,32151454.73015004
2020/12/28,667255313.6807935,1041221794.2156384,842143441.1545973,202964643.7752289,32265950.47670624
2020/12/29,669333487.6769043,1041180031.6216928,842816710.4730483,202144838.1598674,32174972.47321367
2020/12/30,672273974.6120278,1042788065.3978614,844524316.0206816,201576277.6591378,32072903.47123581
2020/12/31,675245512.3604012,1044297534.3610188,846279107.6199344,200979855.40827492,31861821.41438452
2021/01/01,678634753.1248655,1045892230.397398,849057258.0331717,200413192.03569013,31752411.213830497
2021/01/02,682109225.2372978,1047927954.2242109,851775738.8953031,199836640.32392585,31498782.27769905
2021/01/03,685376204.3884604,1049878062.531167,853696005.1960553,199261369.4149719,31454654.230978847
2021/01/04,687928813.7033691,1050801435.3229928,854691024.2820415,198205917.64055377,31384720.38958112
2021/01/05,690302978.0445263,1051096840.5353442,855167976.7663394,197291831.5310313,31405743.70696916
2021/01/06,693671243.3345267,1053013254.895814,857121832.9560834,196302302.30749744,31341338.255965825
2021/01/07,697167397.401634,1055016314.4194475,859291308.458645,195222231.8456174,31136453.30607085
2021/01/08,702302592.3048577,1059049159.2943084,863291032.0607234,194383903.33615196,31049492.15024752
2021/01/09,708017144.218463,1064064400.4056046,868430577.5794253,194083841.94480217,30816853.022597887
2021/01/10,712283261.8448232,1066995680.9395908,870968151.9713428,193604923.78180143,30749609.72635467
2021/01/11,716474881.366878,1069075784.888728,873125200.9962943,193364930.12372783,30740227.396592576
2021/01/12,719506703.2809992,1070348125.7599192,873726563.1504458,192376547.61877173,30734985.03236781
2021/01/13,723338023.9567419,1072419715.2792852,876058887.3021559,191970059.35797867,30652227.102904
2021/01/14,727620513.647204,1075134939.4188716,879145108.574772,191653777.2955025,30448877.66756922
2021/01/15,733253997.8936675,1080237621.465734,883696456.5378882,191410695.64709115,30422604.73214267
2021/01/16,737068150.0714916,1082590176.0276928,886839437.6844833,191025520.5959317,30138710.257361244
2021/01/17,742472284.3248943,1087070328.16344,890493649.6610832,190881107.9895565,30103452.59361041
2021/01/18,746182830.9781379,1089828269.7101758,892179487.7512466,190327375.4454536,30113482.091333963
2021/01/19,750122390.2262242,1092667742.7501874,894007387.5758188,189765967.44390687,30165572.487507552
2021/01/20,754823667.0018508,1095966262.5139556,897135668.021372,189664461.3649903,30094651.386825647
2021/01/21,760620146.5604537,1100586985.5008996,901490313.8709514,189685902.972318,29875443.69043274
2021/01/22,767526034.5668495,1106843161.058608,907703598.8358996,189938743.36321637,29778819.04716841
2021/01/23,775899395.6086375,1114706481.811895,915209027.1783556,190511885.0126968,29464928.562121887
2021/01/24,783751741.8129046,1122447339.2836375,921583529.7084788,191122092.39641172,29406766.842335355
2021/01/25,789978948.7693675,1128106080.4881463,925666903.7414408,191212928.28659785,29357118.314594235
2021/01/26,795925347.5337527,1132964022.9469676,928941869.9107914,191059380.41036743,29329496.865924127
2021/01/27,801672388.6864527,1137342022.5836947,933005508.6728846,191394374.07489896,29247235.53888269
2021/01/28,807797808.748774,1142146492.9912865,937806695.8501464,191808584.58290797,29009970.863925904
2021/01/29,814846386.5983125,1147990088.8713,943828479.3984666,192431979.79166463,28922521.125287
2021/01/30,823049842.784502,1156086355.1417544,951825444.1683688,193421413.5093364,28621100.786762893
2021/01/31,829117340.377177,1161692398.8126907,956789103.4309793,194148225.8742252,28550161.31130564
2021/02/01,834257201.3158364,1166153101.2700377,959788595.5079466,194415494.0411293,28529471.342354383
2021/02/02,838523429.1733072,1169317250.914432,961523266.6969478,194343090.0671445,28542112.096653115
2021/02/03,843266319.0957998,1173124042.0223117,965369592.8593656,195060190.62483895,28477407.700141627
2021/02/04,849834545.0001974,1178638172.97204,970635592.199972,196064318.6110113,28246210.444452003
2021/02/05,856122507.2664077,1184048328.105334,976118392.8544652,196904143.2355484,28198573.48989636
2021/02/06,864880043.2238287,1192653277.5598843,983679937.0492126,198061055.32559225,27911730.85845557
2021/02/07,872324614.3993222,1200406819.578928,990191871.3498976,199567249.6195516,27926840.17550281
2021/02/08,878521459.4613578,1206822524.253695,995143907.8681302,200707464.3084815,28021363.75685026
2021/02/09,882582359.1627867,1209881534.3051686,996762495.9515471,201044116.97503743,28018187.3125204
2021/02/10,888321018.7946144,1214844049.566127,1001584377.104594,202441349.1634969,27980783.687493816
2021/02/11,893376902.17495,1220209356.7074027,1007845720.010812,204451224.4831627,27953647.528492477
2021/02/12,899372192.1553164,1227518435.4638562,1015819338.7336998,206647068.89723292,28128473.29339128
2021/02/13,906320818.8905636,1237232839.7610018,1024250391.7838829,208394396.69063145,28034213.266079817
2021/02/14,905885022.5047483,1235187493.6690965,1023339287.1434762,208751924.5787814,27992165.67648009
2021/02/15,909037841.747458,1239437755.020332,1027135684.4902462,210252542.5974268,28219662.62621193
2021/02/16,912299386.4057728,1241822577.4589903,1028990045.093076,210871858.9002531,28558084.646217786
2021/02/17,916156886.2324394,1245235884.7979045,1032765561.2665166,211901453.49554455,28705141.17350157
2021/02/18,920196711.8064604,1248822126.2486043,1036669568.6463132,212881831.33374372,28728447.667103343
2021/02/19,925770916.7637044,1254094251.8583171,1042474102.3976344,213999047.9661341,28842569.215866946
2021/02/20,933085335.7492436,1262700409.054635,1049797562.983834,215338141.30169567,28869659.410088304
2021/02/21,934963175.3774216,1263674686.9908626,1050608082.0841194,216001611.972519,29136341.947313845
2021/02/22,938217104.7024152,1266754565.160612,1053366100.334927,217282210.11281645,29573354.674204927
2021/02/23,940455856.1305548,1268123001.9319046,1054115497.1406064,217960241.4094003,30008329.63390765
2021/02/24,944157551.2389698,1271501301.2618527,1057010810.767395,218810728.23754415,30198948.90310736
2021/02/25,946887544.6945348,1273367790.268401,1058896682.4517748,219402374.51423585,30237164.42933959
2021/02/26,951993152.4113843,1279210153.2751815,1064107160.6799952,220151419.99744436,30377025.695806995
2021/02/27,958592550.928085,1286714446.4994454,1070620985.3216214,221283805.7358997,30449540.672090057
2021/02/28,962870990.722066,1291242748.148107,1074133937.3666868,222324904.8983352,30820443.117130637
2021/03/01,966990275.7017767,1295336429.7050612,1076941901.9648328,223382254.2747008,31279228.29225489
2021/03/02,971678018.00751,1299576689.6542163,1078598662.7942204,223951781.3279284,31574884.653164737
2021/03/03,976862247.2111132,1304994721.4495451,1082691743.2569127,224871543.8067617,31687546.017791484
2021/03/04,981549365.3993682,1309904561.646618,1086523705.9608586,225711371.55135733,31684455.396502167
2021/03/05,987568531.7614398,1316747956.163732,1092201248.2713425,226600688.50541475,31750507.802186426
2021/03/06,995124277.5091344,1325919210.131147,1099605688.3417466,227831909.91731805,31711694.241334222
2021/03/07,1000387642.2585384,1332720103.660446,1105052006.2487454,229194148.9899106,31965442.13087654
2021/03/08,1007534888.5593748,1340132711.1208806,1110200427.729696,230628542.84525225,32225306.46926085
2021/03/09,1012476794.8424656,1344998345.3413496,1113392127.971747,231517110.62616032,32544401.46945597
2021/03/10,1017130143.4410716,1350635925.0722685,1118425912.9065905,232941455.427316,32820037.965487093
2021/03/11,1020563030.0350432,1353731919.0219302,1121147948.0188684,233474855.26364812,32776411.57434701
2021/03/12,1025603429.6281028,1358993233.7313318,1126030698.7885497,234033965.0066097,32753995.969326325
2021/03/13,1032771246.6284432,1367539353.863766,1133588743.332576,235191356.52263212,32677780.741018068
2021/03/14,1037373588.7137672,1373254374.7216156,1138759393.7376306,236437884.2080257,32924441.65439093
2021/03/15,1041771474.1009398,1377377581.326668,1142000152.074083,237549826.6458451,33164009.56956397
2021/03/16,1044157460.689642,1378754138.6408894,1142416396.0493617,237919387.17794108,33459906.39410173
2021/03/17,1044927061.9748071,1380386205.0842838,1143754200.5245268,238221296.9607193,33512598.13385337
2021/03/18,1047133109.2049534,1382532866.8579736,1145730593.1590614,238526032.4102108,33409416.34923123
2021/03/19,1050555240.7034312,1386595839.5907514,1149460330.7628782,238791810.7290669,33344672.82192413
2021/03/20,1054775097.752874,1392146296.1511338,1154475768.278312,239431947.49783403,33208770.59095057
2021/03/21,1055396120.0214185,1394315092.8852725,1156598253.6389503,240027056.30038208,33394961.11349504
2021/03/22,1057546771.1881534,1396494350.4950702,1157974451.573247,240642320.5426432,33552677.692337368
2021/03/23,1057659680.9593502,1396570595.0350628,1157298515.6672523,240718540.06374875,33790143.56864924
2021/03/24,1059527514.280889,1397916779.581886,1158031452.477051,240963165.99536228,33883213.412499644
2021/03/25,1060312402.8024048,1398524849.1795838,1158601059.641141,240964031.7136108,33737890.82949476
2021/03/26,1062453217.5981396,1401019903.9368708,1160989001.1552114,240938732.4396368,33629391.62697743
2021/03/27,1066455138.5096653,1406135736.9146216,1165338265.003262,241356187.89129835,33447937.53377007
2021/03/28,1068025576.1378576,1408365570.2474537,1166908776.9775114,241752666.99018008,33606323.65355776
2021/03/29,1068402890.1238002,1410661824.507352,1168555761.4727676,242334783.1417825,33745493.330611855
2021/03/30,1069381890.6365716,1409978542.852605,1167037113.006198,242100449.7998736,33921351.87595569
2021/03/31,1071458119.8564702,1410655080.7551942,1167843098.224646,242419322.81317395,34041245.49053655
2021/04/01,1071771730.6272414,1410939836.0426435,1168240841.1871626,242315692.5408661,33884170.31832227
2021/04/02,1073724976.3844352,1413615262.2868907,1171014462.818134,242303860.9988256,33769054.51277667
2021/04/03,1074117878.014038,1416000164.2034445,1175072754.614177,243004139.1671365,33717869.17349226
2021/04/04,1073773607.4021082,1416549517.3321395,1175697736.2241237,243154484.6998325,33873293.84992299
2021/04/05,1075654494.1630332,1417060229.5438793,1174775395.822535,242969083.12674025,33843371.671614885
2021/04/06,1074719659.0750606,1417514883.9119928,1174126850.230864,242600155.67099172,33982082.31520836
2021/04/07,1076278122.4445226,1417128160.283232,1173257289.8246677,242207064.80371287,33949560.20275244
2021/04/08,1077635656.137085,1417504524.6746342,1173023070.417282,241731680.3782761,33722577.366530985
2021/04/09,1080080205.958401,1418676730.0949905,1174453834.714201,241544457.05648383,33540083.816777
2021/04/10,1083034210.3297677,1420956598.5525246,1175806433.0512683,241391792.45585585,33474362.70638053
2021/04/11,1082163954.2733853,1422048498.9021523,1178055637.1389875,241502709.81904355,33345982.3720073
2021/04/12,1080786816.307682,1419719742.7217968,1175667386.9501934,241165839.03253683,33386805.64891752
2021/04/13,1079369548.9002564,1418062516.132733,1173774725.814717,240943947.8555832,33625262.03816709
2021/04/14,1078203666.8816516,1416122110.90998,1172320191.6632893,240625749.8427781,33629380.18455552
2021/04/15,1077491140.3487751,1414945542.6312027,1171851685.5559888,240349321.77307796,33439676.64810189
2021/04/16,1077835574.2716846,1415177670.8687568,1172851707.9664066,240002941.93103063,33276375.402980305
2021/04/17,1079051494.6070368,1417268598.7018294,1175274320.9884603,240088084.58536112,33083395.273871303
2021/04/18,1076644070.5795536,1415966781.915544,1174686241.0879917,240050400.6244583,33207555.45674977
2021/04/19,1075747424.7296703,1414166490.7123773,1172440547.862224,239794148.38464403,33217798.05877599
2021/04/20,1075621465.3689094,1412105565.3537571,1169168292.1642756,239185411.81341025,33380329.549456112
2021/04/21,1074895668.1409156,1411150571.9281688,1168420981.2868395,239053889.3424476,33407213.81791888
2021/04/22,1073642843.2203888,1409454374.2806697,1167005582.9510884,238562025.9653187,33184702.344657984
2021/04/23,1073728255.764885,1409503118.054639,1167552762.2739673,238171253.197172,33000019.33635912
2021/04/24,1074935577.755418,1411863444.7864845,1169799949.7824888,238175817.52490968,32767335.390084904
2021/04/25,1074081960.3670945,1410902631.4990504,1169028564.122883,238149976.4124013,32898104.63279752
2021/04/26,1071059939.7148852,1407981868.3215375,1166052274.4904609,237819009.96049792,32878232.863902178
2021/04/27,1068631800.611273,1404192009.058094,1161989971.8107274,237303711.58629647,33084436.695725136
2021/04/28,1065253530.9744644,1401144090.876789,1159742713.4523346,236847918.5218891,33050198.908956174
2021/04/29,1063653657.8451282,1398728082.704249,1158258745.145893,236387802.645988,32813867.3147832
2021/04/30,1063093727.8903656,1398110395.574997,1157971349.7764924,235736513.12778965,32611530.83646548
2021/05/01,1063787617.0966262,1399786711.5469046,1159782258.064463,235669334.82142115,32367649.40449221
2021/05/02,1060988404.9651814,1397604771.4225037,1158192990.233808,235473397.70484057,32472704.14153193
2021/05/03,1059995271.8490114,1395821106.8344214,1155958058.720116,235268556.53522757,32476731.76762463
2021/05/04,1056770706.105654,1391785561.902878,1151987175.6257296,234792602.3204323,32718219.889923245
2021/05/05,1052349603.8145176,1387420880.0742044,1148694771.029136,234238265.4842429,32701001.79991424
2021/05/06,1050622932.5109632,1385458969.285947,1147289077.680924,233772851.47431576,32484011.49850063
2021/05/07,1049278137.3742284,1384256314.3524787,1146847620.806543,233211545.2239189,32305068.460961934
2021/05/08,1048541256.3006628,1384428945.3993416,1147619768.283477,233195827.96536008,32154500.32147131
2021/05/09,1044699182.4413888,1381038715.373772,1145203338.8524685,233083305.8449316,32341199.76470299
2021/05/10,1042041751.2000282,1378152820.1299267,1142352521.5098782,232695618.3941525,32293589.838236567
2021/05/11,1037643228.3207772,1373229335.1333673,1136962227.9115255,231809093.21115765,32432954.990611013
2021/05/12,1034574094.4983956,1370535804.4697452,1134985163.17051,231405982.29093072,32377976.89242256
2021/05/13,1032510460.4405864,1368795851.5105584,1134324092.632568,231062505.35010368,32142478.849215355
